"EVID ID","Filename","Date Formatted","Subject","Message ID","Domain","Email Address","File Size (KB)","SHA256","SHA512","file_category","Raw URL","storage_path","ID","file_number","Modified (A)","Modified (B)","Notes"
"EVID-027","250502 - Leaking Repaired Confirmation  - 1803_243 Franklin St - zxGwId9eSLCgK3Xac8v7YA@geopod-ismtpd-11.pdf","02/05/2025","250502 - Leaking Repaired Confirmation  - 1803_243 Franklin St","zxGwId9eSLCgK3Xac8v7YA@geopod-ismtpd-11","geopod-ismtpd","zxGwId9eSLCgK3Xac8v7YA@geopod-ismtpd-11","98.31","4cb0b507d8683f299aaf6d7e10899950a08b164fa2a36c92c0d55afb06d11914","6726923b7419cf549dc228ab87a25bede8edb21a16078396ae90542fed3a30c170f1df334afc82ca372b1bbf3404597e2caf139e0c531a0a87c16405784b9376","Maintenance Communication","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250502%20-%20Leaking%20Repaired%20Confirmation%20%20-%201803_243%20Franklin%20St%20-%20zxGwId9eSLCgK3Xac8v7YA@geopod-ismtpd-11.pdf","Root","27","27","31/10/2025 02:13","31/10/2025 02:13",""
"EVID-028","250509 - Follow-up on Wall and Carpet Damage  1803_243 Franklin St - CAAV=8vvj9VaF+zYoA9jcvsJX9LMr+w5pTZ9-yZ85H3AXUUkT2A@mail.gmail.com.pdf","09/05/2025","250509 - Follow-up on Wall and Carpet Damage  1803_243 Franklin St","CAAV=8vvj9VaF+zYoA9jcvsJX9LMr+w5pTZ9-yZ85H3AXUUkT2A@mail.gmail.com","gmail.com","CAAV=8vvj9VaF+zYoA9jcvsJX9LMr+w5pTZ9-yZ85H3AXUUkT2A@mail.gmail.com","40.60","e06bc5cc092fd32a165d8f9ae751dd7f57d06e566003bc8723f17963ebfa3eaa","6c186d8fdc4070168e7f2341ba4d16635148aa79377362a3fa06ff530cc7cbeccec05e5ea59d665bb71af91ea1d9320351e929502db21ceeffd61f5f678f67e0","Maintenance Communication","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250509%20-%20Follow-up%20on%20Wall%20and%20Carpet%20Damage%20%201803_243%20Franklin%20St%20-%20CAAV=8vvj9VaF%2BzYoA9jcvsJX9LMr%2Bw5pTZ9-yZ85H3AXUUkT2A@mail.gmail.com.pdf","Root","28","28","31/10/2025 02:13","31/10/2025 02:13",""
"EVID-029","250509 - Re_ Follow-up on Wall and Carpet Damage  1803_243 Franklin St - ME2PR01MB547482C01171513F28E41756A48AA@ME2PR01MB5474.ausprd01.prod.outlook.com.pdf","09/05/2025","250509 - Re_ Follow-up on Wall and Carpet Damage  1803_243 Franklin St","ME2PR01MB547482C01171513F28E41756A48AA@ME2PR01MB5474.ausprd01.prod.outlook.com","outlook.com","ME2PR01MB547482C01171513F28E41756A48AA@ME2PR01MB5474.ausprd01.prod.outlook.com","257.48","923e7204c4d36b2ed91df2b2bfb0c6c6a815536ee3985635cabe4c9fe206b3e6","a2983aafa69d52b896a74bdd8b05fff8cf2e41451dece46615b81265bf1eae7f044e3f429e605cc5dcc29384f8873db2f1832407fb1899c1b75e92a286135ea8","Maintenance Communication","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250509%20-%20Re_%20Follow-up%20on%20Wall%20and%20Carpet%20Damage%20%201803_243%20Franklin%20St%20-%20ME2PR01MB547482C01171513F28E41756A48AA@ME2PR01MB5474.ausprd01.prod.outlook.com.pdf","Root","29","29","31/10/2025 02:13","31/10/2025 02:13",""
"EVID-030","250510 - Re_ Follow-up on Wall and Carpet Damage  1803_243 Franklin St - CAAV=8vuhGmwAEejKPfd4XsXPsjgNtpUjCYgSpZeXBA6RLK9z5g@mail.gmail.com.pdf","10/05/2025","250510 - Re_ Follow-up on Wall and Carpet Damage  1803_243 Franklin St","CAAV=8vuhGmwAEejKPfd4XsXPsjgNtpUjCYgSpZeXBA6RLK9z5g@mail.gmail.com","gmail.com","CAAV=8vuhGmwAEejKPfd4XsXPsjgNtpUjCYgSpZeXBA6RLK9z5g@mail.gmail.com","12961.79","e39801dd716bdbe2ab818ffd4570dd4226a61a2fe470f4ba2245a0bd2a546107","cd085b7c80dd4fb57cb9abaf0a78c7b30fd0e2fa3ab0fb80f237aa222189179520cbbf5a2211136bd19ad11e55a11c359aa7d87f2a288fa253763d17af6fb8fd","Maintenance Communication","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250510%20-%20Re_%20Follow-up%20on%20Wall%20and%20Carpet%20Damage%20%201803_243%20Franklin%20St%20-%20CAAV=8vuhGmwAEejKPfd4XsXPsjgNtpUjCYgSpZeXBA6RLK9z5g@mail.gmail.com.pdf","Root","30","30","31/10/2025 02:13","31/10/2025 02:13",""
"EVID-031","250512 - Re_ FW_ Follow-up on Wall and Carpet Damage  1803_243 Franklin St - bR3e2vDHSdSyfb3oGAQMaQ@geopod-ismtpd-canary-0.pdf","12/05/2025","250512 - Re_ FW_ Follow-up on Wall and Carpet Damage  1803_243 Franklin St","bR3e2vDHSdSyfb3oGAQMaQ@geopod-ismtpd-canary-0","geopod-ismtpd","bR3e2vDHSdSyfb3oGAQMaQ@geopod-ismtpd-canary-0","121.29","6be8236e7109b279a1a44121841c2a4e9136d3e20dffc8aaaf8cdf6e69e19d81","34629d192a615e283f964ed94eba328a4eee301ad6441448b16da3fc1d3f5f51649a18812ebeb35976572d260b6e4eb147f3e78239638e66d8530d9bd65ec6b2","Maintenance Communication","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250512%20-%20Re_%20FW_%20Follow-up%20on%20Wall%20and%20Carpet%20Damage%20%201803_243%20Franklin%20St%20-%20bR3e2vDHSdSyfb3oGAQMaQ@geopod-ismtpd-canary-0.pdf","Root","31","31","31/10/2025 02:14","31/10/2025 02:14",""
"EVID-032","250513 - Re_ PS628109B - R&M - Water Leak Lot 1803A - 243, 253 & 263 Franklin Street - QlWNgtmlTLaSXxgA-zJ8Mg@geopod-ismtpd-10.pdf","13/05/2025","250513 - Re_ PS628109B - R&M - Water Leak Lot 1803A - 243, 253 & 263 Franklin Street","QlWNgtmlTLaSXxgA-zJ8Mg@geopod-ismtpd-10","geopod-ismtpd","QlWNgtmlTLaSXxgA-zJ8Mg@geopod-ismtpd-10","347.73","8fba6d80a10284967679afd2c2e302896c54c04b9c00d65b7e06843d6c3c0968","683530bd2d5749d4036751966d8a9ec38279c49df04e88b0acb02695a324afc76818c29f753c6c923a8ffcd17a53c4a226df41715f9f2b820bd1c182281d50f2","Maintenance Communication","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250513%20-%20Re_%20PS628109B%20-%20R%26M%20-%20Water%20Leak%20Lot%201803A%20-%20243%2C%20253%20%26%20263%20Franklin%20Street%20-%20QlWNgtmlTLaSXxgA-zJ8Mg%40geopod-ismtpd-10.pdf","Root","32","32","31/10/2025 02:14","31/10/2025 02:14",""
"EVID-033","250526 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000 - RSXxSwpfRrepgkJGLXZagw@geopod-ismtpd-12.pdf","26/05/2025","250526 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000","RSXxSwpfRrepgkJGLXZagw@geopod-ismtpd-12","geopod-ismtpd","RSXxSwpfRrepgkJGLXZagw@geopod-ismtpd-12","77.05","7f50864d5892f32e9901d6e8f5a895f05fb32cfe649cc0551b80746afa5d83b3","724a7a5bf6d1db027ec7474e0d2000a873fb6a67a73d9a80a050818e04f877ff16fec93ac232873c4768de2d6eec569d4dd86f30ea17f6fe8bc58c8a2571bf86","Receipt","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250526%20-%20Receipt%20of%20payment%20for%201803_243%20Franklin%20Street%2C%20Melbourne%20VIC%203000%20-%20RSXxSwpfRrepgkJGLXZagw%40geopod-ismtpd-12.pdf","Root","33","33","31/10/2025 02:14","31/10/2025 02:14",""
"EVID-034","250526-Receipt # 89393.pdf","26/05/2025","Receipt # 89393","N/A","N/A","N/A","77.77","a3bd4b3f10d2f2bd90f7fce4b2088d7de85a04f9e1c8e452e3bd2d8d3669ec52","baaa8ee8da42bf69a4d46a8f3a6431d4511e5b4f52573a0142f4a9a3d20276bba2702d1697898d0ff2fbc022e64544decaac2fc09d36dec3116e21b42784d84d","Receipt","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250526-Receipt%20%23%2089393.pdf","Root","34","34","26/05/2025 12:02","26/05/2025 12:02",""
"EVID-035","250529 - Leak Rectification Works  Access Required - cii66zKWQlShflJnn2WQCA@geopod-ismtpd-canary-0.pdf","29/05/2025","250529 - Leak Rectification Works  Access Required","cii66zKWQlShflJnn2WQCA@geopod-ismtpd-canary-0","geopod-ismtpd","cii66zKWQlShflJnn2WQCA@geopod-ismtpd-canary-0","96.94","e8b3f9f1c29d4de483b748a35f2c3dbde989b56f4f4bdc6e5defb379630855d2","1a3d377bb8643f5c5169a0eefe05d259efbaf8e0fde52289e3c5a1b0638468085b0843e874699030fc9b992529bd5c8b03232d32b7a494e00f057ddf7bf6010d","Maintenance Communication","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250529%20-%20Leak%20Rectification%20Works%20%20Access%20Required%20-%20cii66zKWQlShflJnn2WQCA@geopod-ismtpd-canary-0.pdf","Root","35","35","31/10/2025 02:14","31/10/2025 02:14",""
"EVID-036","250602 - Areal monthly after-hours trades list update - Y5ZjvYI9TIOAP4HbNkU8YQ@geopod-ismtpd-7.pdf","02/06/2025","250602 - Areal monthly after-hours trades list update","Y5ZjvYI9TIOAP4HbNkU8YQ@geopod-ismtpd-7","geopod-ismtpd","Y5ZjvYI9TIOAP4HbNkU8YQ@geopod-ismtpd-7","77.78","991bb17714cc1275fa0a1f5445c734b139b2802db7e691839eee8a04d355c58c","315578a82607224bfbea930ab848ca373edf1ade6f3867ca61ce616a82cda4d05b8b0757687565f40708954150325d6368407676ecf68d46385caa6cbad9807c","Property Management","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250602%20-%20Areal%20monthly%20after-hours%20trades%20list%20update%20-%20Y5ZjvYI9TIOAP4HbNkU8YQ@geopod-ismtpd-7.pdf","Root","36","36","31/10/2025 02:14","31/10/2025 02:14",""
"EVID-037","250602 - Re_ FW_ Follow-up on Wall and Carpet Damage  1803_243 Franklin St - HWWfmj4JQoebfjfpdeDpxw@geopod-ismtpd-11.pdf","02/06/2025","250602 - Re_ FW_ Follow-up on Wall and Carpet Damage  1803_243 Franklin St","HWWfmj4JQoebfjfpdeDpxw@geopod-ismtpd-11","geopod-ismtpd","HWWfmj4JQoebfjfpdeDpxw@geopod-ismtpd-11","150.33","b2e8e1e350fa7db11182a269df552e45b563fa99211031277bdadaf5e4feed2e","8eef03e2a3a6a47b54741f9e6cb04353f5e1d90955db573c1ddc561c923e68c3d59c64d01427cb0ad0b0e1873c76b3dcbd62f6fa4c16704e3916d6773e251f9c","Maintenance Communication","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250602%20-%20Re_%20FW_%20Follow-up%20on%20Wall%20and%20Carpet%20Damage%20%201803_243%20Franklin%20St%20-%20HWWfmj4JQoebfjfpdeDpxw@geopod-ismtpd-11.pdf","Root","37","37","31/10/2025 02:14","31/10/2025 02:14",""
"EVID-038","250603 - Re_ FW_ Follow-up on Wall and Carpet Damage  1803_243 Franklin St - CAAV=8vsvdhU7-2mouSU8xkrhKE4t1EkWqJDWRburm0XgObEzZQ@mail.gmail.com.pdf","03/06/2025","250603 - Re_ FW_ Follow-up on Wall and Carpet Damage  1803_243 Franklin St","CAAV=8vsvdhU7-2mouSU8xkrhKE4t1EkWqJDWRburm0XgObEzZQ@mail.gmail.com","gmail.com","CAAV=8vsvdhU7-2mouSU8xkrhKE4t1EkWqJDWRburm0XgObEzZQ@mail.gmail.com","103.63","9dd2b628d1343e22d18d8c374aa32533a5f155f42ff0b629839a79eaa2fc3ab3","2d9417e46d35767f9bb525f20524a691701e5154374699cf6e39a6b390de54ac6fc963e54884bc273fc0b34396328c15d695bf4241a8c4b95b28e9991093841a","Maintenance Communication","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250603%20-%20Re_%20FW_%20Follow-up%20on%20Wall%20and%20Carpet%20Damage%20%201803_243%20Franklin%20St%20-%20CAAV=8vsvdhU7-2mouSU8xkrhKE4t1EkWqJDWRburm0XgObEzZQ@mail.gmail.com.pdf","Root","38","38","31/10/2025 02:14","31/10/2025 02:14",""
"EVID-039","250603 - Re_ FW_ Follow-up on Wall and Carpet Damage  1803_243 Franklin St - WvBQeZuXT9CF88HVzHiiyQ@geopod-ismtpd-8.pdf","03/06/2025","250603 - Re_ FW_ Follow-up on Wall and Carpet Damage  1803_243 Franklin St","WvBQeZuXT9CF88HVzHiiyQ@geopod-ismtpd-8","geopod-ismtpd","WvBQeZuXT9CF88HVzHiiyQ@geopod-ismtpd-8","191.49","4bb5b559d5bb9cc2fb64c9f0ba438998e219fa0e0e671c4646914d98bdc367bf","643f0fcf7260605c84c51ca2bf62f6d528e1c49c5e0487fea72bbeca2ac2c35c6c94ac505ad076be9dc710f5eb94ec2c590bbb744feb688bf29ef5cfd74b3007","Maintenance Communication","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250603%20-%20Re_%20FW_%20Follow-up%20on%20Wall%20and%20Carpet%20Damage%20%201803_243%20Franklin%20St%20-%20WvBQeZuXT9CF88HVzHiiyQ@geopod-ismtpd-8.pdf","Root","39","39","31/10/2025 02:14","31/10/2025 02:14",""
"EVID-040","250605 - Re_ FW_ Follow-up on Wall and Carpet Damage  1803_243 Franklin St - T57ito3kS9qfby4C8r2MEQ@geopod-ismtpd-12.pdf","05/06/2025","250605 - Re_ FW_ Follow-up on Wall and Carpet Damage  1803_243 Franklin St","T57ito3kS9qfby4C8r2MEQ@geopod-ismtpd-12","geopod-ismtpd","T57ito3kS9qfby4C8r2MEQ@geopod-ismtpd-12","197.26","6f6156a7aa04dd11eac2c045620d4c20d8928ab47d6bb711a8f4cc245077ad95","a08ee448077d79bb1cdfe05c946366f0485926913b8549a9aecc10c1f344c6410af55a094d98a6b36753b8cb7275a1013ffd83ce50afa5d6f2b1c15eb6add691","Maintenance Communication","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250605%20-%20Re_%20FW_%20Follow-up%20on%20Wall%20and%20Carpet%20Damage%20%201803_243%20Franklin%20St%20-%20T57ito3kS9qfby4C8r2MEQ@geopod-ismtpd-12.pdf","Root","40","40","31/10/2025 02:14","31/10/2025 02:14",""
"EVID-041","250606 - Follow-up  Formal Demand & Statement Regarding Unresolved Repairs (Unit 1803) - CAAV=8vs1uvzVDRjiQoeQsd9ambDRmKOEuOszLq1seEhjQ_zDXA@mail.gmail.com.pdf","06/06/2025","250606 - Follow-up  Formal Demand & Statement Regarding Unresolved Repairs (Unit 1803)","CAAV=8vs1uvzVDRjiQoeQsd9ambDRmKOEuOszLq1seEhjQ_zDXA@mail.gmail.com","gmail.com","CAAV=8vs1uvzVDRjiQoeQsd9ambDRmKOEuOszLq1seEhjQ_zDXA@mail.gmail.com","59.87","b739e8289daec4563b9b0b60dee540d271d2e1097371beae3b148646eec14e47","a9e21fb0efe317754b597d3870132d987533c744bc935761b9053b6bdce10aff2b977b53b92eb0e6ceafe6c67a973fe502da990eab62c150ea66bb99bd1233a6","Maintenance Communication","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250606%20-%20Follow-up%20%20Formal%20Demand%20%26%20Statement%20Regarding%20Unresolved%20Repairs%20(Unit%201803)%20-%20CAAV=8vs1uvzVDRjiQoeQsd9ambDRmKOEuOszLq1seEhjQ_zDXA@mail.gmail.com.pdf","Root","41","41","31/10/2025 02:14","31/10/2025 02:14",""
"EVID-042","250606 - Re_ Follow-up  Formal Demand & Statement Regarding Unresolved Repairs (Unit 1803) - CAAV=8vvzDYSgJdB2nPq-SvmopCv0MwVVN4GAUD0F=Khiy6ZYeQ@mail.gmail.com.pdf","06/06/2025","250606 - Re_ Follow-up  Formal Demand & Statement Regarding Unresolved Repairs (Unit 1803)","CAAV=8vvzDYSgJdB2nPq-SvmopCv0MwVVN4GAUD0F=Khiy6ZYeQ@mail.gmail.com","gmail.com","CAAV=8vvzDYSgJdB2nPq-SvmopCv0MwVVN4GAUD0F=Khiy6ZYeQ@mail.gmail.com","94.47","e2d928027d0eb35af021427a8d7952a86f925061065655ef95eee8012d4ce3ff","d5e13a24ff470974b3e7553f27e006a43996c9bf91122ccf48919da27e7f0d25ae752e5c23e56ff480032ce1a472688003b87ca1c9a6542bda2ee53bdf2c158f","Maintenance Communication","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250606%20-%20Re_%20Follow-up%20%20Formal%20Demand%20%26%20Statement%20Regarding%20Unresolved%20Repairs%20(Unit%201803)%20-%20CAAV=8vvzDYSgJdB2nPq-SvmopCv0MwVVN4GAUD0F=Khiy6ZYeQ@mail.gmail.com.pdf","Root","42","42","31/10/2025 02:14","31/10/2025 02:14",""
"EVID-043","250606 - Re_ Follow-up  Formal Demand & Statement Regarding Unresolved Repairs (Unit 1803) - nO9U0Z6KR2O-1seYEUMENA@geopod-ismtpd-8.pdf","06/06/2025","250606 - Re_ Follow-up  Formal Demand & Statement Regarding Unresolved Repairs (Unit 1803)","nO9U0Z6KR2O-1seYEUMENA@geopod-ismtpd-8","geopod-ismtpd","nO9U0Z6KR2O-1seYEUMENA@geopod-ismtpd-8","105.00","88599a3df24add822c8dc079e1706894567a7639073b83a23bdd589e0e7208e7","754c0320956860314002f065f3683292db5981f14b2e3697652470a6ba0af31783a48b3ac241c217e0dfcbc139cc7dbeba8ff4c7cf3bf3a3595a4c68fd3dafcd","Maintenance Communication","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250606%20-%20Re_%20Follow-up%20%20Formal%20Demand%20%26%20Statement%20Regarding%20Unresolved%20Repairs%20(Unit%201803)%20-%20nO9U0Z6KR2O-1seYEUMENA@geopod-ismtpd-8.pdf","Root","43","43","31/10/2025 02:14","31/10/2025 02:14",""
"EVID-044","250606 - You have reached us outside of business hours - CB26068lSz2iqF1G_8pNEA@geopod-ismtpd-16.pdf","06/06/2025","250606 - You have reached us outside of business hours","CB26068lSz2iqF1G_8pNEA@geopod-ismtpd-16","geopod-ismtpd","CB26068lSz2iqF1G_8pNEA@geopod-ismtpd-16","73.45","77ff8f3895460dfdff2c71358bf34ba300c3627ceb518f6b15053312b544d85e","090c3cc003de936fb5c6fd3cc54eb0a1c6630050cd7419aa8ed1e99a7e00ae93cddff12425ed54ec66369827ff1bb1ae0e2a19fb471059b7aee5048c9a321498","Document","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250606%20-%20You%20have%20reached%20us%20outside%20of%20business%20hours%20-%20CB26068lSz2iqF1G_8pNEA@geopod-ismtpd-16.pdf","Root","44","44","31/10/2025 02:14","31/10/2025 02:14",""
"EVID-045","250606-Chawakorn_Response_Repair_Access.pdf","06/06/2025","Chawakorn_Response_Repair_Access","N/A","N/A","N/A","2.86","74d26d9f06c00c3d5c4534b50419aa47d62f9241437810731d725bfc01eb90c1","e8419ae073f21e9ce0cb16b2c84ccdfd4a4e444a7f71ae0a3e786adeefed6494214f6f35610ec1c6567f95e35515172541ace9368261cc98f8369431f5649885","Maintenance Communication","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250606-Chawakorn_Response_Repair_Access.pdf","Root","45","45","06/06/2025 16:36","06/06/2025 16:36",""
"EVID-046","250606-Formal_Demand_Letter_Chawakorn.pdf","06/06/2025","Formal_Demand_Letter_Chawakorn","N/A","N/A","N/A","2.73","64cc184a97182db117d9b770eb753692b293d5761e6972c6222d25a365f2e01c","b18185ccbb981afe3566c13a91be15f1fe421ed81f5fc1e63cec9a7b4f6e51e59b88702e8818dbfeff6f2c88e28c5b1bc2dca08199d82b240141a488916089e4","Document","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250606-Formal_Demand_Letter_Chawakorn.pdf","Root","46","46","06/06/2025 01:21","06/06/2025 01:21",""
"EVID-047","250606-Tenant_Statement_Chawakorn.pdf","06/06/2025","Tenant_Statement_Chawakorn","N/A","N/A","N/A","2.86","96bdd9fb80cbfad954e17c400d43b6ae4b9cc21e537ed1e131305ee51f91259c","df45117f9f653ad18fa34d47a604f66255ac8c0369a61595a7b8f0866991d505fd359cedfaac38ab885390ab9d35990dcc52a71381907c4f4691c9b6a4cd0be7","Legal Notice","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250606-Tenant_Statement_Chawakorn.pdf","Root","47","47","06/06/2025 01:21","06/06/2025 01:21",""
"EVID-048","250610 - Re_ Follow-up  Formal Demand & Statement Regarding Unresolved Repairs (Unit 1803) - qoR5eGyiRgmLqDJH4SxPfw@geopod-ismtpd-3.pdf","10/06/2025","250610 - Re_ Follow-up  Formal Demand & Statement Regarding Unresolved Repairs (Unit 1803)","qoR5eGyiRgmLqDJH4SxPfw@geopod-ismtpd-3","geopod-ismtpd","qoR5eGyiRgmLqDJH4SxPfw@geopod-ismtpd-3","123.78","e6768fd2fd4e2947eebc15e6047c5f20f0ec5d25c3a9852d5e72a3cd663dbcda","84ddbfdfc86d912c9f3db9489315d5eb2593728626d8fff268ff18e171af73e00afbfe36e9bef0c33a67452e94b3c8c110eb8b2171e19956dea168e7f2c8e397","Maintenance Communication","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250610%20-%20Re_%20Follow-up%20%20Formal%20Demand%20%26%20Statement%20Regarding%20Unresolved%20Repairs%20(Unit%201803)%20-%20qoR5eGyiRgmLqDJH4SxPfw@geopod-ismtpd-3.pdf","Root","48","48","31/10/2025 02:14","31/10/2025 02:14",""
"EVID-049","250610 - Re_ Follow-up  Formal Demand & Statement Regarding Unresolved Repairs (Unit 1803) - uW4hCjWyR8qEuVSaYk02Ng@geopod-ismtpd-16.pdf","10/06/2025","250610 - Re_ Follow-up  Formal Demand & Statement Regarding Unresolved Repairs (Unit 1803)","uW4hCjWyR8qEuVSaYk02Ng@geopod-ismtpd-16","geopod-ismtpd","uW4hCjWyR8qEuVSaYk02Ng@geopod-ismtpd-16","154.67","cdfa928650aaa93ff507df9dae7d305a14cf61d8f4fad6cd38b64d3d6ccaa2f8","b921d36409b31f16dfec6a40461d4f28b6dbf6eb8369e19588a6f162100e253035e02273db80e6738eafc9113e79e5832f252fc31fccdcba9557c1ea1dbadabe","Maintenance Communication","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250610%20-%20Re_%20Follow-up%20%20Formal%20Demand%20%26%20Statement%20Regarding%20Unresolved%20Repairs%20(Unit%201803)%20-%20uW4hCjWyR8qEuVSaYk02Ng@geopod-ismtpd-16.pdf","Root","49","49","31/10/2025 02:14","31/10/2025 02:14",""
"EVID-050","250611 - Re_ Rent Adjustment  Request for Clarification and Meeting (12 June) - CAAV=8vv02ZzW3znii1nTKELOCJt_cc6Fmg1kBcm-=akeuw2kxQ@mail.gmail.com.pdf","11/06/2025","250611 - Re_ Rent Adjustment  Request for Clarification and Meeting (12 June)","CAAV=8vv02ZzW3znii1nTKELOCJt_cc6Fmg1kBcm-=akeuw2kxQ@mail.gmail.com","gmail.com","CAAV=8vv02ZzW3znii1nTKELOCJt_cc6Fmg1kBcm-=akeuw2kxQ@mail.gmail.com","100.92","236203d9a0b6331eb9e5a81d9e837bb9fb587029a522b5d85d079987d6628192","0ce04ecba6e7aef2c09a4b194d7c21795f4079578d0fd6540ff1da4274401bc9618640a3f581e8be52fc7dfd744b02d45b07a2a2cfe94aa29eee76c71a49e61a","Document","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250611%20-%20Re_%20Rent%20Adjustment%20%20Request%20for%20Clarification%20and%20Meeting%20(12%20June)%20-%20CAAV=8vv02ZzW3znii1nTKELOCJt_cc6Fmg1kBcm-=akeuw2kxQ@mail.gmail.com.pdf","Root","50","50","31/10/2025 02:14","31/10/2025 02:14",""
"EVID-051","250611 - You have reached us outside of business hours - Ytw1FnuySC6Brj1BssrqwA@geopod-ismtpd-1.pdf","11/06/2025","250611 - You have reached us outside of business hours","Ytw1FnuySC6Brj1BssrqwA@geopod-ismtpd-1","geopod-ismtpd","Ytw1FnuySC6Brj1BssrqwA@geopod-ismtpd-1","73.18","53a417572221968396f60cfc97c7122f047e4edad08331c8a219f8003ad6d486","959d921cd67ce671b4311ef8a6777b873ea963a6d62b698b74c7a605b27f7b884e0f3b6333810a8c0e3086b11fd03a4ec2d954fed28a28fc78feb788f498411d","Document","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250611%20-%20You%20have%20reached%20us%20outside%20of%20business%20hours%20-%20Ytw1FnuySC6Brj1BssrqwA@geopod-ismtpd-1.pdf","Root","51","51","31/10/2025 02:14","31/10/2025 02:14",""
"EVID-052","250612 - Re_ Follow-up  Formal Demand & Statement Regarding Unresolved Repairs (Unit 1803) - 3UzWfr2AStOuwqWo8CxVzA@geopod-ismtpd-15.pdf","12/06/2025","250612 - Re_ Follow-up  Formal Demand & Statement Regarding Unresolved Repairs (Unit 1803)","3UzWfr2AStOuwqWo8CxVzA@geopod-ismtpd-15","geopod-ismtpd","3UzWfr2AStOuwqWo8CxVzA@geopod-ismtpd-15","145.16","d77ad8a781d5bbfc34c6d22a2be9a081f4156eb8e99947e2381559943907f74d","5fbbeebc0befc6dbf074352888aec3b2e828691328d8fa0089b1f136d66f94840ad0503acdfc5bc4ae5c590651dbc04ded5e7f8a579773cc064cc00c1c6cad55","Maintenance Communication","https://raw.githubusercontent.com/ck999kk/All_Events/3d5af32eed007ba3a748d8f198bd42fbd221a6e7/250612%20-%20Re_%20Follow-up%20%20Formal%20Demand%20%26%20Statement%20Regarding%20Unresolved%20Repairs%20(Unit%201803)%20-%203UzWfr2AStOuwqWo8CxVzA@geopod-ismtpd-15.pdf","Root","52","52","31/10/2025 02:14","31/10/2025 02:14",""
