EVID ID,Filename,Date,Category,Subject,Message ID,Email,SHA256,File Size (KB),Modified
EVID-062,250623 - Re_ Follow-up  Formal Demand & Statement Regarding Unresolved Repairs (Unit 1803) - OENqYgufTjCHaYY_uY7gdg@geopod-ismtpd-4.pdf,23/06/2025,Maintenance,250623 - Re_ Follow-up  Formal Demand & Statement Regarding Unresolved Repairs (Unit 1803),OENqYgufTjCHaYY_uY7gdg@geopod-ismtpd-4,OENqYgufTjCHaYY_uY7gdg@geopod-ismtpd-4,f43d02a224e173dc...,227.2,31/10/2025
EVID-063,250623-medical-documentation.pdf,23/06/2025,Medical,medical-documentation,N/A,,a1ac39ef6befb353...,649.1,14/10/2025
EVID-064,250623-medical-expenses.pdf,23/06/2025,Medical,medical-expenses,N/A,,2ba95576be98494c...,224.7,14/10/2025
EVID-065,"250624 - RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - ME2PR01MB536147C880F7C60872EE3DF6A978A@ME2PR01MB5361.ausprd01.prod.outlook.com.pdf",24/06/2025,Court Order,"250624 - RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",ME2PR01MB536147C880F7C60872EE3DF6A978A@ME2PR01MB5361.ausprd01.prod.outlook.com,ME2PR01MB536147C880F7C60872EE3DF6A978A@ME2PR01MB5361.ausprd01.prod.outlook.com,9e941c3a12d1f024...,108.0,31/10/2025
EVID-066,250624 - Re_ Follow-up  Formal Demand & Statement Regarding Unresolved Repairs (Unit 1803) - 0XZYhteuQbOupCJ1ekXLtA@geopod-ismtpd-15.pdf,24/06/2025,Maintenance,250624 - Re_ Follow-up  Formal Demand & Statement Regarding Unresolved Repairs (Unit 1803),0XZYhteuQbOupCJ1ekXLtA@geopod-ismtpd-15,0XZYhteuQbOupCJ1ekXLtA@geopod-ismtpd-15,853a297d0a1d4937...,163.8,31/10/2025
EVID-067,250624 - Re_ Follow-up  Formal Demand & Statement Regarding Unresolved Repairs (Unit 1803) - CAAV=8vue+yeVtRzJz1DBxxe68AwzwMvfEkHuk+1bGe4kY3W-qQ@mail.gmail.com.pdf,24/06/2025,Maintenance,250624 - Re_ Follow-up  Formal Demand & Statement Regarding Unresolved Repairs (Unit 1803),CAAV=8vue+yeVtRzJz1DBxxe68AwzwMvfEkHuk+1bGe4kY3W-qQ@mail.gmail.com,CAAV=8vue+yeVtRzJz1DBxxe68AwzwMvfEkHuk+1bGe4kY3W-qQ@mail.gmail.com,5a13c3a4e1d05ed5...,171.6,31/10/2025
EVID-068,"250624 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - CAAV=8vuu5LTNJy3nPhkZPkGCdHqdtDGGt7UyF0c8DLN5K1NPvw@mail.gmail.com.pdf",24/06/2025,Court Order,"250624 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",CAAV=8vuu5LTNJy3nPhkZPkGCdHqdtDGGt7UyF0c8DLN5K1NPvw@mail.gmail.com,CAAV=8vuu5LTNJy3nPhkZPkGCdHqdtDGGt7UyF0c8DLN5K1NPvw@mail.gmail.com,1a666b05b74d0ec1...,104.5,31/10/2025
EVID-069,"250624 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000 - ZJAAxgQMTiCsbiKTAQu1VQ@geopod-ismtpd-12.pdf",24/06/2025,Receipt,"250624 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000",ZJAAxgQMTiCsbiKTAQu1VQ@geopod-ismtpd-12,ZJAAxgQMTiCsbiKTAQu1VQ@geopod-ismtpd-12,8e9b9def37dd5c7b...,77.0,31/10/2025
EVID-070,250624 - Residential Tenancies Dispute Submission for RT252398  CMS_0014253156 - 22C8133778574981AFE79EFBB2AD07EA1DBE471C10EE@CASES.COURTS.VIC.GOV.AU.pdf,24/06/2025,Document,250624 - Residential Tenancies Dispute Submission for RT252398  CMS_0014253156,22C8133778574981AFE79EFBB2AD07EA1DBE471C10EE@CASES.COURTS.VIC.GOV.AU,22C8133778574981AFE79EFBB2AD07EA1DBE471C10EE@CASES.COURTS.VIC.GOV.AU,72cb3859c4cba2a9...,78.6,31/10/2025
EVID-071,250624 - VCAT RDRV account email verification code - 68599988.050a0220.1a2398.691cSMTPIN_ADDED_BROKEN@mx.google.com.pdf,24/06/2025,VCAT Communication,250624 - VCAT RDRV account email verification code,68599988.050a0220.1a2398.691cSMTPIN_ADDED_BROKEN@mx.google.com,68599988.050a0220.1a2398.691cSMTPIN_ADDED_BROKEN@mx.google.com,c80190b7d3b47a48...,46.4,31/10/2025
EVID-072,250624 - You have reached us outside of business hours - k5cNctQzRsqL10qPlUK1Cw@geopod-ismtpd-6.pdf,24/06/2025,Document,250624 - You have reached us outside of business hours,k5cNctQzRsqL10qPlUK1Cw@geopod-ismtpd-6,k5cNctQzRsqL10qPlUK1Cw@geopod-ismtpd-6,fd89e2a599c8f38a...,73.0,31/10/2025
EVID-073,250624-24-06-2025 - Applicant 1 - Application.pdf,24/06/2025,Application,24-06-2025 - Applicant 1,Application,,61b747cc431f92bf...,109.1,24/06/2025
EVID-074,250624-Receipt # 90497.pdf,24/06/2025,Receipt,Receipt # 90497,N/A,,1cb5fdd9d08f7b4d...,77.9,24/06/2025
EVID-075,"250625 - RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - ME2PR01MB536189A34A8FE813E4ACB5ECA97BA@ME2PR01MB5361.ausprd01.prod.outlook.com.pdf",25/06/2025,Court Order,"250625 - RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",ME2PR01MB536189A34A8FE813E4ACB5ECA97BA@ME2PR01MB5361.ausprd01.prod.outlook.com,ME2PR01MB536189A34A8FE813E4ACB5ECA97BA@ME2PR01MB5361.ausprd01.prod.outlook.com,45acb46099d7f995...,107.5,31/10/2025
EVID-076,"250625 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY0PR01MB893890379D42200140E924FFD07BA@SY0PR01MB8938.ausprd01.prod.outlook.com.pdf",25/06/2025,Court Order,"250625 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",SY0PR01MB893890379D42200140E924FFD07BA@SY0PR01MB8938.ausprd01.prod.outlook.com,SY0PR01MB893890379D42200140E924FFD07BA@SY0PR01MB8938.ausprd01.prod.outlook.com,72c9da789fba7ae8...,312.3,31/10/2025
EVID-077,"250625 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY0PR01MB8938AC30F5A6B1DB2CB9C23CD07BA@SY0PR01MB8938.ausprd01.prod.outlook.com.pdf",25/06/2025,Court Order,"250625 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",SY0PR01MB8938AC30F5A6B1DB2CB9C23CD07BA@SY0PR01MB8938.ausprd01.prod.outlook.com,SY0PR01MB8938AC30F5A6B1DB2CB9C23CD07BA@SY0PR01MB8938.ausprd01.prod.outlook.com,586ccd22e59d75d4...,367.4,31/10/2025
EVID-078,"250626 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - CAAV=8vvTqt9woJ+CiKB66HUYwMLnkKc67-=-UEtEpFWq_NTrGQ@mail.gmail.com.pdf",26/06/2025,Court Order,"250626 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",CAAV=8vvTqt9woJ+CiKB66HUYwMLnkKc67-=-UEtEpFWq_NTrGQ@mail.gmail.com,CAAV=8vvTqt9woJ+CiKB66HUYwMLnkKc67-=-UEtEpFWq_NTrGQ@mail.gmail.com,b588687eea8c82bb...,344.7,31/10/2025
EVID-079,"250626 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - ME2PR01MB53610532DA8B85B21E797787A97AA@ME2PR01MB5361.ausprd01.prod.outlook.com.pdf",26/06/2025,Court Order,"250626 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",ME2PR01MB53610532DA8B85B21E797787A97AA@ME2PR01MB5361.ausprd01.prod.outlook.com,ME2PR01MB53610532DA8B85B21E797787A97AA@ME2PR01MB5361.ausprd01.prod.outlook.com,e67ff22196c767f4...,344.3,31/10/2025
EVID-080,"250626 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY0PR01MB89380B2BE8131492AC463717D07AA@SY0PR01MB8938.ausprd01.prod.outlook.com.pdf",26/06/2025,Court Order,"250626 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",SY0PR01MB89380B2BE8131492AC463717D07AA@SY0PR01MB8938.ausprd01.prod.outlook.com,SY0PR01MB89380B2BE8131492AC463717D07AA@SY0PR01MB8938.ausprd01.prod.outlook.com,a99fcc1012447b7e...,360.7,31/10/2025
EVID-081,250627 - RDRV Order - RT252398 CMS_0014256123 - 9D3EF12496974851BF5FFFA72AE6F7C41DBE71CA7399@CASES.COURTS.VIC.GOV.AU.pdf,27/06/2025,Court Order,250627 - RDRV Order - RT252398 CMS_0014256123,9D3EF12496974851BF5FFFA72AE6F7C41DBE71CA7399@CASES.COURTS.VIC.GOV.AU,9D3EF12496974851BF5FFFA72AE6F7C41DBE71CA7399@CASES.COURTS.VIC.GOV.AU,5830b2316b1eb12e...,79.5,31/10/2025
EVID-082,"250627 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY0PR01MB89382294434912159D0AA05AD045A@SY0PR01MB8938.ausprd01.prod.outlook.com.pdf",27/06/2025,Court Order,"250627 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",SY0PR01MB89382294434912159D0AA05AD045A@SY0PR01MB8938.ausprd01.prod.outlook.com,SY0PR01MB89382294434912159D0AA05AD045A@SY0PR01MB8938.ausprd01.prod.outlook.com,3e16b84336e4f321...,383.5,31/10/2025
EVID-083,"250627 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY0PR01MB8938CA371A0AD3AD989A55DFD045A@SY0PR01MB8938.ausprd01.prod.outlook.com.pdf",27/06/2025,Court Order,"250627 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",SY0PR01MB8938CA371A0AD3AD989A55DFD045A@SY0PR01MB8938.ausprd01.prod.outlook.com,SY0PR01MB8938CA371A0AD3AD989A55DFD045A@SY0PR01MB8938.ausprd01.prod.outlook.com,19459c29351af69f...,392.9,31/10/2025
EVID-084,"250627 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 CMS_0056400069 - 6AB1256270E642C5A082F8D9FAC3A3531DBE71B64B97@CASES.COURTS.VIC.GOV.AU.pdf",27/06/2025,Court Order,"250627 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 CMS_0056400069",6AB1256270E642C5A082F8D9FAC3A3531DBE71B64B97@CASES.COURTS.VIC.GOV.AU,6AB1256270E642C5A082F8D9FAC3A3531DBE71B64B97@CASES.COURTS.VIC.GOV.AU,63310c895d009405...,382.6,31/10/2025
EVID-085,250627 - Update to RT252398 CMS_0014256122 - D8E3DC7A6635494789FE3C7E564BB8401DBE71CA6C3A@CASES.COURTS.VIC.GOV.AU.pdf,27/06/2025,Document,250627 - Update to RT252398 CMS_0014256122,D8E3DC7A6635494789FE3C7E564BB8401DBE71CA6C3A@CASES.COURTS.VIC.GOV.AU,D8E3DC7A6635494789FE3C7E564BB8401DBE71CA6C3A@CASES.COURTS.VIC.GOV.AU,74be93c4374172bc...,69.7,31/10/2025
EVID-086,250627 - VCAT RDRV account email verification code - 685e4c8d.050a0220.170fea.e557SMTPIN_ADDED_BROKEN@mx.google.com.pdf,27/06/2025,VCAT Communication,250627 - VCAT RDRV account email verification code,685e4c8d.050a0220.170fea.e557SMTPIN_ADDED_BROKEN@mx.google.com,685e4c8d.050a0220.170fea.e557SMTPIN_ADDED_BROKEN@mx.google.com,9a92638e24ff9ab4...,46.8,31/10/2025
EVID-087,250627-27-06-2025 - Strike out - Consent order - Order f058873a.pdf,27/06/2025,Court Order,27-06-2025 - Strike out - Consent order,Order f058873a,,008cda5eba210bcd...,129.5,27/06/2025
EVID-088,250627-AusPost lodgement.pdf,27/06/2025,Document,AusPost lodgement,N/A,,23ac79d9de61e393...,103.5,27/06/2025
EVID-089,250627-Notice of entry 7 July 2025.pdf,27/06/2025,Legal Notice,Notice of entry 7 July 2025,N/A,,4b7a6800930cfa9b...,9.4,27/06/2025
EVID-090,250627-Notice of entry 8 July 2025.pdf,27/06/2025,Legal Notice,Notice of entry 8 July 2025,N/A,,0347cbdd36dd87da...,9.4,27/06/2025
EVID-091,250627-Notice of entry 9 July 2025.pdf,27/06/2025,Legal Notice,Notice of entry 9 July 2025,N/A,,2a2d904dd0df1506...,9.4,27/06/2025
EVID-092,250627-Notice of entry lable.pdf,27/06/2025,Legal Notice,Notice of entry lable,N/A,,fac0a4f982f97167...,135.2,27/06/2025
EVID-093,250627-tax invoice.pdf,27/06/2025,Receipt,tax invoice,N/A,,ca4f46af363c81c8...,49.1,27/06/2025
EVID-094,250701 - Areal monthly after-hours trades list update - gSL8Bh6nTMulPWEuc15cZQ@geopod-ismtpd-4.pdf,01/07/2025,Property Mgmt,250701 - Areal monthly after-hours trades list update,gSL8Bh6nTMulPWEuc15cZQ@geopod-ismtpd-4,gSL8Bh6nTMulPWEuc15cZQ@geopod-ismtpd-4,429ea6e602b854a0...,78.4,31/10/2025
EVID-095,250701 - Areal monthly after-hours trades list update - xJ4RkcCoTSqqA5rfhGBuNQ@geopod-ismtpd-11.pdf,01/07/2025,Property Mgmt,250701 - Areal monthly after-hours trades list update,xJ4RkcCoTSqqA5rfhGBuNQ@geopod-ismtpd-11,xJ4RkcCoTSqqA5rfhGBuNQ@geopod-ismtpd-11,4eb3eb657b60ae34...,78.5,31/10/2025
EVID-096,"250701 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - CAAV=8vtEscj+pX9-tdyyE81OLDsLOFKR=oZ3KZj8RX+G47sjSA@mail.gmail.com.pdf",01/07/2025,Court Order,"250701 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",CAAV=8vtEscj+pX9-tdyyE81OLDsLOFKR=oZ3KZj8RX+G47sjSA@mail.gmail.com,CAAV=8vtEscj+pX9-tdyyE81OLDsLOFKR=oZ3KZj8RX+G47sjSA@mail.gmail.com,a13d336cc1f5c73b...,409.8,31/10/2025
EVID-097,"250701 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY0PR01MB8938454405B975890A3599F5D041A@SY0PR01MB8938.ausprd01.prod.outlook.com.pdf",01/07/2025,Court Order,"250701 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",SY0PR01MB8938454405B975890A3599F5D041A@SY0PR01MB8938.ausprd01.prod.outlook.com,SY0PR01MB8938454405B975890A3599F5D041A@SY0PR01MB8938.ausprd01.prod.outlook.com,0ddf78393772ec5f...,415.6,31/10/2025
EVID-098,"250701 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY0PR01MB8938FA1673F305E1BE93D7D7D041A@SY0PR01MB8938.ausprd01.prod.outlook.com.pdf",01/07/2025,Court Order,"250701 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",SY0PR01MB8938FA1673F305E1BE93D7D7D041A@SY0PR01MB8938.ausprd01.prod.outlook.com,SY0PR01MB8938FA1673F305E1BE93D7D7D041A@SY0PR01MB8938.ausprd01.prod.outlook.com,664f6db76ea8fab7...,434.6,31/10/2025
EVID-099,250701-Exhibit_A_20250616_0437.pdf,01/07/2025,Exhibit,Exhibit_A_20250616_0437,N/A,,ca6cb58117b10df3...,77.3,01/07/2025
EVID-100,250701-Exhibit_B_20250616_1152.pdf,01/07/2025,Exhibit,Exhibit_B_20250616_1152,N/A,,a87d74323d588a2b...,91.5,01/07/2025
EVID-101,250701-Exhibit_C_20250623_1505.pdf,01/07/2025,Exhibit,Exhibit_C_20250623_1505,N/A,,8e668320009765e2...,109.6,01/07/2025
EVID-102,250701-Exhibit_D_20250627_1509.pdf,01/07/2025,Exhibit,Exhibit_D_20250627_1509,N/A,,e947b777d91f0aba...,441.8,01/07/2025
EVID-103,250701-NTE 10-07.pdf,01/07/2025,Document,NTE 10-07,N/A,,301a9230bfbbf738...,10.2,01/07/2025
EVID-104,250701-NTE 11-07.pdf,01/07/2025,Document,NTE 11-07,N/A,,b000b2200a805bdd...,10.2,01/07/2025
EVID-105,250701-NTE 14-07.pdf,01/07/2025,Document,NTE 14-07,N/A,,e31b41893b44480f...,10.2,01/07/2025
EVID-106,250701-NTE 15-07.pdf,01/07/2025,Document,NTE 15-07,N/A,,5f56aadc3c6ae720...,10.2,01/07/2025
EVID-107,250701-Reg Post Lodgement Slips.pdf,01/07/2025,Document,Reg Post Lodgement Slips,N/A,,0fa14b465c9c6197...,127.5,01/07/2025
EVID-108,250701-Reg Post Sender Slips.pdf,01/07/2025,Document,Reg Post Sender Slips,N/A,,cab6d437756b0afe...,169.7,01/07/2025
EVID-109,"250703 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - CAAV=8vvKKQ_x4FZWt2UF+cNNw_i-XwMNOZ_UV8TbgiqmHKNLnQ@mail.gmail.com.pdf",03/07/2025,Court Order,"250703 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",CAAV=8vvKKQ_x4FZWt2UF+cNNw_i-XwMNOZ_UV8TbgiqmHKNLnQ@mail.gmail.com,CAAV=8vvKKQ_x4FZWt2UF+cNNw_i-XwMNOZ_UV8TbgiqmHKNLnQ@mail.gmail.com,cf893a1ad347b5db...,46.3,31/10/2025
EVID-110,250703 - You have reached us outside of business hours - RsSCmNZcR66ZUikR7ELrmg@geopod-ismtpd-3.pdf,03/07/2025,Document,250703 - You have reached us outside of business hours,RsSCmNZcR66ZUikR7ELrmg@geopod-ismtpd-3,RsSCmNZcR66ZUikR7ELrmg@geopod-ismtpd-3,3286b7a52242ce1b...,73.0,31/10/2025
EVID-111,"250704 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - 5m7PnjqaSFSHO6OsrY20JQ@geopod-ismtpd-9.pdf",04/07/2025,Court Order,"250704 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",5m7PnjqaSFSHO6OsrY20JQ@geopod-ismtpd-9,5m7PnjqaSFSHO6OsrY20JQ@geopod-ismtpd-9,47598ff58c4b7ced...,102.1,31/10/2025
EVID-112,"250704 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - CAAV=8vsuH4ugfx=+-gEFfAMNdnroimuOW7iPQ7anxzjP-1hO=Q@mail.gmail.com.pdf",04/07/2025,Court Order,"250704 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",CAAV=8vsuH4ugfx=+-gEFfAMNdnroimuOW7iPQ7anxzjP-1hO=Q@mail.gmail.com,CAAV=8vsuH4ugfx=+-gEFfAMNdnroimuOW7iPQ7anxzjP-1hO=Q@mail.gmail.com,47a12a89ddb3ee99...,95.5,31/10/2025
EVID-113,"250704 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - CAAV=8vvt8hWm1o45QGHR7yPT6RUHap1hHodqNLhMiB+i1qH+kA@mail.gmail.com.pdf",04/07/2025,Court Order,"250704 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",CAAV=8vvt8hWm1o45QGHR7yPT6RUHap1hHodqNLhMiB+i1qH+kA@mail.gmail.com,CAAV=8vvt8hWm1o45QGHR7yPT6RUHap1hHodqNLhMiB+i1qH+kA@mail.gmail.com,fba15ef6e4b156c9...,101.3,31/10/2025
EVID-114,250704 - You have reached us outside of business hours - HB_2sHe0TJm17bsMBrHGWQ@geopod-ismtpd-17.pdf,04/07/2025,Document,250704 - You have reached us outside of business hours,HB_2sHe0TJm17bsMBrHGWQ@geopod-ismtpd-17,HB_2sHe0TJm17bsMBrHGWQ@geopod-ismtpd-17,fe159baafed14642...,73.6,31/10/2025
EVID-115,250704-Public Liability.pdf,04/07/2025,Document,Public Liability,N/A,,7804fd5d3eae11b3...,75.6,04/07/2025
EVID-116,"250707 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY0PR01MB8938D6189AFC2FE2A3722E9AD04FA@SY0PR01MB8938.ausprd01.prod.outlook.com.pdf",07/07/2025,Court Order,"250707 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",SY0PR01MB8938D6189AFC2FE2A3722E9AD04FA@SY0PR01MB8938.ausprd01.prod.outlook.com,SY0PR01MB8938D6189AFC2FE2A3722E9AD04FA@SY0PR01MB8938.ausprd01.prod.outlook.com,86f55afa41862f25...,330.6,31/10/2025
EVID-117,"250709 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY8PR01MB89487B70BA6658C1132F2DC8D049A@SY8PR01MB8948.ausprd01.prod.outlook.com.pdf",09/07/2025,Court Order,"250709 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",SY8PR01MB89487B70BA6658C1132F2DC8D049A@SY8PR01MB8948.ausprd01.prod.outlook.com,SY8PR01MB89487B70BA6658C1132F2DC8D049A@SY8PR01MB8948.ausprd01.prod.outlook.com,e21d190176180107...,339.1,31/10/2025
EVID-118,"250711 - Notice to vacate - 1803_243 Franklin Street, Melbourne VIC 3000 - LC0sl9DITRqJVpDrvRiu2Q@geopod-ismtpd-8.pdf",11/07/2025,Legal Notice,"250711 - Notice to vacate - 1803_243 Franklin Street, Melbourne VIC 3000",LC0sl9DITRqJVpDrvRiu2Q@geopod-ismtpd-8,LC0sl9DITRqJVpDrvRiu2Q@geopod-ismtpd-8,da39cca721b9470b...,81.6,31/10/2025
EVID-119,"250711 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - CAAV=8vseTMoCJbtNE2V0o+Ke=zLWdevsrJriCiD=ZeCeozMsnA@mail.gmail.com.pdf",11/07/2025,Court Order,"250711 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",CAAV=8vseTMoCJbtNE2V0o+Ke=zLWdevsrJriCiD=ZeCeozMsnA@mail.gmail.com,CAAV=8vseTMoCJbtNE2V0o+Ke=zLWdevsrJriCiD=ZeCeozMsnA@mail.gmail.com,74c02641f53fbe3c...,637.5,31/10/2025
EVID-120,"250711 - Vacating instructions - 1803_243 Franklin Street, Melbourne VIC 3000 - YUZNhpYcT8uJiUuwW877SQ@geopod-ismtpd-4.pdf",11/07/2025,Vacate Notice,"250711 - Vacating instructions - 1803_243 Franklin Street, Melbourne VIC 3000",YUZNhpYcT8uJiUuwW877SQ@geopod-ismtpd-4,YUZNhpYcT8uJiUuwW877SQ@geopod-ismtpd-4,63991a7dd77d9861...,83.8,31/10/2025
EVID-121,250711-Message Thread Franklin Stpdf.pdf,11/07/2025,Document,Message Thread Franklin Stpdf,N/A,,0732ddd4107342d7...,101.8,11/07/2025
EVID-122,250711-Move out guide & tips to get your bond back.pdf,11/07/2025,Document,Move out guide & tips to get your bond back,N/A,,b3df98d7d19947af...,198.7,31/10/2025
EVID-123,250711-NOTICE TO VACATE U1803 243 FRANKLIN ST.pdf,11/07/2025,Legal Notice,NOTICE TO VACATE U1803 243 FRANKLIN ST,N/A,,63a29240530c82ad...,17.2,11/07/2025
EVID-124,250711-Vacate Cleaning Guide.pdf,11/07/2025,Vacate Notice,Vacate Cleaning Guide,N/A,,b23a13de0f5f1faf...,137.3,31/10/2025
EVID-125,250711-sylvia-to-podjana-move-out-guide.pdf,11/07/2025,Document,sylvia-to-podjana-move-out-guide,N/A,,d629ce9e6453cda4...,88.2,14/10/2025
EVID-126,250711-sylvia-to-podjana-notice-to-vacate.pdf,11/07/2025,Legal Notice,sylvia-to-podjana-notice-to-vacate,N/A,,0a18323fc2ab5e98...,44.2,14/10/2025
EVID-127,250711-sylvia-to-podjana-vacate-cleaning-guide.pdf,11/07/2025,Vacate Notice,sylvia-to-podjana-vacate-cleaning-guide,N/A,,169396dfaefcd444...,97.0,14/10/2025
EVID-128,250711-sylvia-to-podjana-vacating.pdf,11/07/2025,Vacate Notice,sylvia-to-podjana-vacating,N/A,,7a4cbf1244d513c1...,108.4,14/10/2025
EVID-129,250714 - VCAT Application R202518214_00  Challenge to Notice to Vacate - CAAV=8vtAn--H5Sf-Oz0_-VY=XyMrK-4ysX7wEa_4SvsU0F7VxA@mail.gmail.com.pdf,14/07/2025,VCAT Communication,250714 - VCAT Application R202518214_00  Challenge to Notice to Vacate,CAAV=8vtAn--H5Sf-Oz0_-VY=XyMrK-4ysX7wEa_4SvsU0F7VxA@mail.gmail.com,CAAV=8vtAn--H5Sf-Oz0_-VY=XyMrK-4ysX7wEa_4SvsU0F7VxA@mail.gmail.com,bd4f635c53f13fe7...,64.2,31/10/2025
EVID-130,250714 - VCAT RDRV account email verification code - 6873ef03.050a0220.869ff.fc65SMTPIN_ADDED_BROKEN@mx.google.com.pdf,14/07/2025,VCAT Communication,250714 - VCAT RDRV account email verification code,6873ef03.050a0220.869ff.fc65SMTPIN_ADDED_BROKEN@mx.google.com,6873ef03.050a0220.869ff.fc65SMTPIN_ADDED_BROKEN@mx.google.com,78f7958120169d7b...,46.2,31/10/2025
EVID-131,250714 - VCAT Residential Tenancies Hub - Please confirm your registration - 10561684.1141752435296565.JavaMail.SVC-VCAT-GuardianPrd@P03464.pdf,14/07/2025,VCAT Communication,250714 - VCAT Residential Tenancies Hub - Please confirm your registration,10561684.1141752435296565.JavaMail.SVC-VCAT-GuardianPrd@P03464,10561684.1141752435296565.JavaMail.SVC-VCAT-GuardianPrd@P03464,9393f7827e8df6b4...,55.1,31/10/2025
EVID-132,"250714 - VCAT has opened a case R202518214_00 about  243 Franklin St, Unit1803, MELBOURNE, VIC, 3000 - 2146321657.11649.1752478440219@P03465.dojvic.justice.vic.gov.au.pdf",14/07/2025,VCAT Communication,"250714 - VCAT has opened a case R202518214_00 about  243 Franklin St, Unit1803, MELBOURNE, VIC, 3000",2146321657.11649.1752478440219@P03465.dojvic.justice.vic.gov.au,2146321657.11649.1752478440219@P03465.dojvic.justice.vic.gov.au,c40e42e371e38cd8...,184.7,31/10/2025
EVID-133,250714 - You have reached us outside of business hours - eQKE-KQ_TvmrGJFqNerSVQ@geopod-ismtpd-15.pdf,14/07/2025,Document,250714 - You have reached us outside of business hours,eQKE-KQ_TvmrGJFqNerSVQ@geopod-ismtpd-15,eQKE-KQ_TvmrGJFqNerSVQ@geopod-ismtpd-15,beddc804501f3ffd...,72.9,31/10/2025
EVID-134,250714-VCAT Application R202518214-00 – Notice to Vacate Challenge.pdf,14/07/2025,VCAT Communication,VCAT Application R202518214-00 – Notice to Vacate Challenge,N/A,,8098239e4ab261b4...,66.9,14/07/2025
EVID-135,250714-vcat-application-fee.pdf,14/07/2025,VCAT Communication,vcat-application-fee,N/A,,ed7a9e9433e3be20...,134.7,14/10/2025
