ID,Filename,Date Formatted,Subject,Message ID,Domain,Email Address,File Size (KB),Modified
65,"250624 - RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - ME2PR01MB536147C880F7C60872EE3DF6A978A@ME2PR01MB5361.ausprd01.prod.outlook.com.pdf",24/06/2025,"250624 - RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",ME2PR01MB536147C880F7C60872EE3DF6A978A@ME2PR01MB5361.ausprd01.prod.outlook.com,ME2PR01MB5361.ausprd01.prod.outlook.com,ME2PR01MB536147C880F7C60872EE3DF6A978A@ME2PR01MB5361.ausprd01.prod.outlook.com,107.96,31/10/2025 02:15
66,250624 - Re_ Follow-up  Formal Demand & Statement Regarding Unresolved Repairs (Unit 1803) - 0XZYhteuQbOupCJ1ekXLtA@geopod-ismtpd-15.pdf,24/06/2025,250624 - Re_ Follow-up  Formal Demand & Statement Regarding Unresolved Repairs (Unit 1803),0XZYhteuQbOupCJ1ekXLtA@geopod-ismtpd-15,geopod-ismtpd-15,0XZYhteuQbOupCJ1ekXLtA@geopod-ismtpd-15,163.79,31/10/2025 02:15
67,250624 - Re_ Follow-up  Formal Demand & Statement Regarding Unresolved Repairs (Unit 1803) - CAAV=8vue+yeVtRzJz1DBxxe68AwzwMvfEkHuk+1bGe4kY3W-qQ@mail.gmail.com.pdf,24/06/2025,250624 - Re_ Follow-up  Formal Demand & Statement Regarding Unresolved Repairs (Unit 1803),CAAV=8vue+yeVtRzJz1DBxxe68AwzwMvfEkHuk+1bGe4kY3W-qQ@mail.gmail.com,mail.gmail.com,CAAV=8vue+yeVtRzJz1DBxxe68AwzwMvfEkHuk+1bGe4kY3W-qQ@mail.gmail.com,171.57,31/10/2025 02:15
68,"250624 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - CAAV=8vuu5LTNJy3nPhkZPkGCdHqdtDGGt7UyF0c8DLN5K1NPvw@mail.gmail.com.pdf",24/06/2025,"250624 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",CAAV=8vuu5LTNJy3nPhkZPkGCdHqdtDGGt7UyF0c8DLN5K1NPvw@mail.gmail.com,mail.gmail.com,CAAV=8vuu5LTNJy3nPhkZPkGCdHqdtDGGt7UyF0c8DLN5K1NPvw@mail.gmail.com,104.49,31/10/2025 02:15
69,"250624 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000 - ZJAAxgQMTiCsbiKTAQu1VQ@geopod-ismtpd-12.pdf",24/06/2025,"250624 - Receipt of payment for 1803_243 Franklin Street, Melbourne VIC 3000",ZJAAxgQMTiCsbiKTAQu1VQ@geopod-ismtpd-12,geopod-ismtpd-12,ZJAAxgQMTiCsbiKTAQu1VQ@geopod-ismtpd-12,76.97,31/10/2025 02:15
70,250624 - Residential Tenancies Dispute Submission for RT252398  CMS_0014253156 - 22C8133778574981AFE79EFBB2AD07EA1DBE471C10EE@CASES.COURTS.VIC.GOV.AU.pdf,24/06/2025,250624 - Residential Tenancies Dispute Submission for RT252398  CMS_0014253156,22C8133778574981AFE79EFBB2AD07EA1DBE471C10EE@CASES.COURTS.VIC.GOV.AU,CASES.COURTS.VIC.GOV.AU,22C8133778574981AFE79EFBB2AD07EA1DBE471C10EE@CASES.COURTS.VIC.GOV.AU,78.60,31/10/2025 02:15
71,250624 - VCAT RDRV account email verification code - 68599988.050a0220.1a2398.691cSMTPIN_ADDED_BROKEN@mx.google.com.pdf,24/06/2025,250624 - VCAT RDRV account email verification code,68599988.050a0220.1a2398.691cSMTPIN_ADDED_BROKEN@mx.google.com,mx.google.com,68599988.050a0220.1a2398.691cSMTPIN_ADDED_BROKEN@mx.google.com,46.44,31/10/2025 02:15
72,250624 - You have reached us outside of business hours - k5cNctQzRsqL10qPlUK1Cw@geopod-ismtpd-6.pdf,24/06/2025,250624 - You have reached us outside of business hours,k5cNctQzRsqL10qPlUK1Cw@geopod-ismtpd-6,geopod-ismtpd-6,k5cNctQzRsqL10qPlUK1Cw@geopod-ismtpd-6,73.03,31/10/2025 02:15
73,250624-24-06-2025 - Applicant 1 - Application.pdf,24/06/2025,24-06-2025 - Applicant 1,Application,N/A,N/A,109.07,24/06/2025 05:05
74,250624-Receipt # 90497.pdf,24/06/2025,Receipt # 90497,N/A,N/A,N/A,77.90,24/06/2025 18:12
75,"250625 - RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - ME2PR01MB536189A34A8FE813E4ACB5ECA97BA@ME2PR01MB5361.ausprd01.prod.outlook.com.pdf",25/06/2025,"250625 - RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",ME2PR01MB536189A34A8FE813E4ACB5ECA97BA@ME2PR01MB5361.ausprd01.prod.outlook.com,ME2PR01MB5361.ausprd01.prod.outlook.com,ME2PR01MB536189A34A8FE813E4ACB5ECA97BA@ME2PR01MB5361.ausprd01.prod.outlook.com,107.50,31/10/2025 02:15
76,"250625 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY0PR01MB893890379D42200140E924FFD07BA@SY0PR01MB8938.ausprd01.prod.outlook.com.pdf",25/06/2025,"250625 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",SY0PR01MB893890379D42200140E924FFD07BA@SY0PR01MB8938.ausprd01.prod.outlook.com,SY0PR01MB8938.ausprd01.prod.outlook.com,SY0PR01MB893890379D42200140E924FFD07BA@SY0PR01MB8938.ausprd01.prod.outlook.com,312.27,31/10/2025 02:15
77,"250625 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY0PR01MB8938AC30F5A6B1DB2CB9C23CD07BA@SY0PR01MB8938.ausprd01.prod.outlook.com.pdf",25/06/2025,"250625 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",SY0PR01MB8938AC30F5A6B1DB2CB9C23CD07BA@SY0PR01MB8938.ausprd01.prod.outlook.com,SY0PR01MB8938.ausprd01.prod.outlook.com,SY0PR01MB8938AC30F5A6B1DB2CB9C23CD07BA@SY0PR01MB8938.ausprd01.prod.outlook.com,367.41,31/10/2025 02:15
78,"250626 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - CAAV=8vvTqt9woJ+CiKB66HUYwMLnkKc67-=-UEtEpFWq_NTrGQ@mail.gmail.com.pdf",26/06/2025,"250626 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",CAAV=8vvTqt9woJ+CiKB66HUYwMLnkKc67-=-UEtEpFWq_NTrGQ@mail.gmail.com,mail.gmail.com,CAAV=8vvTqt9woJ+CiKB66HUYwMLnkKc67-=-UEtEpFWq_NTrGQ@mail.gmail.com,344.74,31/10/2025 02:15
79,"250626 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - ME2PR01MB53610532DA8B85B21E797787A97AA@ME2PR01MB5361.ausprd01.prod.outlook.com.pdf",26/06/2025,"250626 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",ME2PR01MB53610532DA8B85B21E797787A97AA@ME2PR01MB5361.ausprd01.prod.outlook.com,ME2PR01MB5361.ausprd01.prod.outlook.com,ME2PR01MB53610532DA8B85B21E797787A97AA@ME2PR01MB5361.ausprd01.prod.outlook.com,344.29,31/10/2025 02:15
80,"250626 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY0PR01MB89380B2BE8131492AC463717D07AA@SY0PR01MB8938.ausprd01.prod.outlook.com.pdf",26/06/2025,"250626 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",SY0PR01MB89380B2BE8131492AC463717D07AA@SY0PR01MB8938.ausprd01.prod.outlook.com,SY0PR01MB8938.ausprd01.prod.outlook.com,SY0PR01MB89380B2BE8131492AC463717D07AA@SY0PR01MB8938.ausprd01.prod.outlook.com,360.74,31/10/2025 02:15
81,250627 - RDRV Order - RT252398 CMS_0014256123 - 9D3EF12496974851BF5FFFA72AE6F7C41DBE71CA7399@CASES.COURTS.VIC.GOV.AU.pdf,27/06/2025,250627 - RDRV Order - RT252398 CMS_0014256123,9D3EF12496974851BF5FFFA72AE6F7C41DBE71CA7399@CASES.COURTS.VIC.GOV.AU,CASES.COURTS.VIC.GOV.AU,9D3EF12496974851BF5FFFA72AE6F7C41DBE71CA7399@CASES.COURTS.VIC.GOV.AU,79.49,31/10/2025 02:15
82,"250627 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY0PR01MB89382294434912159D0AA05AD045A@SY0PR01MB8938.ausprd01.prod.outlook.com.pdf",27/06/2025,"250627 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",SY0PR01MB89382294434912159D0AA05AD045A@SY0PR01MB8938.ausprd01.prod.outlook.com,SY0PR01MB8938.ausprd01.prod.outlook.com,SY0PR01MB89382294434912159D0AA05AD045A@SY0PR01MB8938.ausprd01.prod.outlook.com,383.46,31/10/2025 02:15
83,"250627 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY0PR01MB8938CA371A0AD3AD989A55DFD045A@SY0PR01MB8938.ausprd01.prod.outlook.com.pdf",27/06/2025,"250627 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",SY0PR01MB8938CA371A0AD3AD989A55DFD045A@SY0PR01MB8938.ausprd01.prod.outlook.com,SY0PR01MB8938.ausprd01.prod.outlook.com,SY0PR01MB8938CA371A0AD3AD989A55DFD045A@SY0PR01MB8938.ausprd01.prod.outlook.com,392.91,31/10/2025 02:15
84,"250627 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 CMS_0056400069 - 6AB1256270E642C5A082F8D9FAC3A3531DBE71B64B97@CASES.COURTS.VIC.GOV.AU.pdf",27/06/2025,"250627 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 CMS_0056400069",6AB1256270E642C5A082F8D9FAC3A3531DBE71B64B97@CASES.COURTS.VIC.GOV.AU,CASES.COURTS.VIC.GOV.AU,6AB1256270E642C5A082F8D9FAC3A3531DBE71B64B97@CASES.COURTS.VIC.GOV.AU,382.58,31/10/2025 02:15
85,250627 - Update to RT252398 CMS_0014256122 - D8E3DC7A6635494789FE3C7E564BB8401DBE71CA6C3A@CASES.COURTS.VIC.GOV.AU.pdf,27/06/2025,250627 - Update to RT252398 CMS_0014256122,D8E3DC7A6635494789FE3C7E564BB8401DBE71CA6C3A@CASES.COURTS.VIC.GOV.AU,CASES.COURTS.VIC.GOV.AU,D8E3DC7A6635494789FE3C7E564BB8401DBE71CA6C3A@CASES.COURTS.VIC.GOV.AU,69.74,31/10/2025 02:15
86,250627 - VCAT RDRV account email verification code - 685e4c8d.050a0220.170fea.e557SMTPIN_ADDED_BROKEN@mx.google.com.pdf,27/06/2025,250627 - VCAT RDRV account email verification code,685e4c8d.050a0220.170fea.e557SMTPIN_ADDED_BROKEN@mx.google.com,mx.google.com,685e4c8d.050a0220.170fea.e557SMTPIN_ADDED_BROKEN@mx.google.com,46.75,31/10/2025 02:15
87,250627-27-06-2025 - Strike out - Consent order - Order f058873a.pdf,27/06/2025,27-06-2025 - Strike out - Consent order,Order f058873a,N/A,N/A,129.46,27/06/2025 14:33
88,250627-AusPost lodgement.pdf,27/06/2025,AusPost lodgement,N/A,N/A,N/A,103.48,27/06/2025 15:09
89,250627-Notice of entry 7 July 2025.pdf,27/06/2025,Notice of entry 7 July 2025,N/A,N/A,N/A,9.45,27/06/2025 15:09
90,250627-Notice of entry 8 July 2025.pdf,27/06/2025,Notice of entry 8 July 2025,N/A,N/A,N/A,9.42,27/06/2025 15:09
91,250627-Notice of entry 9 July 2025.pdf,27/06/2025,Notice of entry 9 July 2025,N/A,N/A,N/A,9.42,27/06/2025 15:09
92,250627-Notice of entry lable.pdf,27/06/2025,Notice of entry lable,N/A,N/A,N/A,135.16,27/06/2025 15:09
93,250627-tax invoice.pdf,27/06/2025,tax invoice,N/A,N/A,N/A,49.09,27/06/2025 11:44
94,250701 - Areal monthly after-hours trades list update - gSL8Bh6nTMulPWEuc15cZQ@geopod-ismtpd-4.pdf,01/07/2025,250701 - Areal monthly after-hours trades list update,gSL8Bh6nTMulPWEuc15cZQ@geopod-ismtpd-4,geopod-ismtpd-4,gSL8Bh6nTMulPWEuc15cZQ@geopod-ismtpd-4,78.42,31/10/2025 02:15
95,250701 - Areal monthly after-hours trades list update - xJ4RkcCoTSqqA5rfhGBuNQ@geopod-ismtpd-11.pdf,01/07/2025,250701 - Areal monthly after-hours trades list update,xJ4RkcCoTSqqA5rfhGBuNQ@geopod-ismtpd-11,geopod-ismtpd-11,xJ4RkcCoTSqqA5rfhGBuNQ@geopod-ismtpd-11,78.50,31/10/2025 02:15
96,"250701 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - CAAV=8vtEscj+pX9-tdyyE81OLDsLOFKR=oZ3KZj8RX+G47sjSA@mail.gmail.com.pdf",01/07/2025,"250701 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",CAAV=8vtEscj+pX9-tdyyE81OLDsLOFKR=oZ3KZj8RX+G47sjSA@mail.gmail.com,mail.gmail.com,CAAV=8vtEscj+pX9-tdyyE81OLDsLOFKR=oZ3KZj8RX+G47sjSA@mail.gmail.com,409.79,31/10/2025 02:15
97,"250701 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY0PR01MB8938454405B975890A3599F5D041A@SY0PR01MB8938.ausprd01.prod.outlook.com.pdf",01/07/2025,"250701 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",SY0PR01MB8938454405B975890A3599F5D041A@SY0PR01MB8938.ausprd01.prod.outlook.com,SY0PR01MB8938.ausprd01.prod.outlook.com,SY0PR01MB8938454405B975890A3599F5D041A@SY0PR01MB8938.ausprd01.prod.outlook.com,415.58,31/10/2025 02:15
98,"250701 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY0PR01MB8938FA1673F305E1BE93D7D7D041A@SY0PR01MB8938.ausprd01.prod.outlook.com.pdf",01/07/2025,"250701 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",SY0PR01MB8938FA1673F305E1BE93D7D7D041A@SY0PR01MB8938.ausprd01.prod.outlook.com,SY0PR01MB8938.ausprd01.prod.outlook.com,SY0PR01MB8938FA1673F305E1BE93D7D7D041A@SY0PR01MB8938.ausprd01.prod.outlook.com,434.56,31/10/2025 02:15
99,250701-Exhibit_A_20250616_0437.pdf,01/07/2025,Exhibit_A_20250616_0437,N/A,N/A,N/A,77.32,01/07/2025 15:07
100,250701-Exhibit_B_20250616_1152.pdf,01/07/2025,Exhibit_B_20250616_1152,N/A,N/A,N/A,91.51,01/07/2025 15:07
101,250701-Exhibit_C_20250623_1505.pdf,01/07/2025,Exhibit_C_20250623_1505,N/A,N/A,N/A,109.65,01/07/2025 15:07
102,250701-Exhibit_D_20250627_1509.pdf,01/07/2025,Exhibit_D_20250627_1509,N/A,N/A,N/A,441.76,01/07/2025 15:07
103,250701-NTE 10-07.pdf,01/07/2025,NTE 10-07,N/A,N/A,N/A,10.21,01/07/2025 17:19
104,250701-NTE 11-07.pdf,01/07/2025,NTE 11-07,N/A,N/A,N/A,10.24,01/07/2025 17:19
105,250701-NTE 14-07.pdf,01/07/2025,NTE 14-07,N/A,N/A,N/A,10.21,01/07/2025 17:19
106,250701-NTE 15-07.pdf,01/07/2025,NTE 15-07,N/A,N/A,N/A,10.21,01/07/2025 17:19
107,250701-Reg Post Lodgement Slips.pdf,01/07/2025,Reg Post Lodgement Slips,N/A,N/A,N/A,127.49,01/07/2025 17:19
108,250701-Reg Post Sender Slips.pdf,01/07/2025,Reg Post Sender Slips,N/A,N/A,N/A,169.73,01/07/2025 17:19
109,"250703 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - CAAV=8vvKKQ_x4FZWt2UF+cNNw_i-XwMNOZ_UV8TbgiqmHKNLnQ@mail.gmail.com.pdf",03/07/2025,"250703 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",CAAV=8vvKKQ_x4FZWt2UF+cNNw_i-XwMNOZ_UV8TbgiqmHKNLnQ@mail.gmail.com,mail.gmail.com,CAAV=8vvKKQ_x4FZWt2UF+cNNw_i-XwMNOZ_UV8TbgiqmHKNLnQ@mail.gmail.com,46.33,31/10/2025 02:15
110,250703 - You have reached us outside of business hours - RsSCmNZcR66ZUikR7ELrmg@geopod-ismtpd-3.pdf,03/07/2025,250703 - You have reached us outside of business hours,RsSCmNZcR66ZUikR7ELrmg@geopod-ismtpd-3,geopod-ismtpd-3,RsSCmNZcR66ZUikR7ELrmg@geopod-ismtpd-3,73.00,31/10/2025 02:15
111,"250704 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - 5m7PnjqaSFSHO6OsrY20JQ@geopod-ismtpd-9.pdf",04/07/2025,"250704 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",5m7PnjqaSFSHO6OsrY20JQ@geopod-ismtpd-9,geopod-ismtpd-9,5m7PnjqaSFSHO6OsrY20JQ@geopod-ismtpd-9,102.14,31/10/2025 02:15
112,"250704 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - CAAV=8vsuH4ugfx=+-gEFfAMNdnroimuOW7iPQ7anxzjP-1hO=Q@mail.gmail.com.pdf",04/07/2025,"250704 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",CAAV=8vsuH4ugfx=+-gEFfAMNdnroimuOW7iPQ7anxzjP-1hO=Q@mail.gmail.com,mail.gmail.com,CAAV=8vsuH4ugfx=+-gEFfAMNdnroimuOW7iPQ7anxzjP-1hO=Q@mail.gmail.com,95.49,31/10/2025 02:15
113,"250704 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - CAAV=8vvt8hWm1o45QGHR7yPT6RUHap1hHodqNLhMiB+i1qH+kA@mail.gmail.com.pdf",04/07/2025,"250704 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",CAAV=8vvt8hWm1o45QGHR7yPT6RUHap1hHodqNLhMiB+i1qH+kA@mail.gmail.com,mail.gmail.com,CAAV=8vvt8hWm1o45QGHR7yPT6RUHap1hHodqNLhMiB+i1qH+kA@mail.gmail.com,101.29,31/10/2025 02:15
114,250704 - You have reached us outside of business hours - HB_2sHe0TJm17bsMBrHGWQ@geopod-ismtpd-17.pdf,04/07/2025,250704 - You have reached us outside of business hours,HB_2sHe0TJm17bsMBrHGWQ@geopod-ismtpd-17,geopod-ismtpd-17,HB_2sHe0TJm17bsMBrHGWQ@geopod-ismtpd-17,73.62,31/10/2025 02:15
115,250704-Public Liability.pdf,04/07/2025,Public Liability,N/A,N/A,N/A,75.58,04/07/2025 17:55
116,"250707 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY0PR01MB8938D6189AFC2FE2A3722E9AD04FA@SY0PR01MB8938.ausprd01.prod.outlook.com.pdf",07/07/2025,"250707 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",SY0PR01MB8938D6189AFC2FE2A3722E9AD04FA@SY0PR01MB8938.ausprd01.prod.outlook.com,SY0PR01MB8938.ausprd01.prod.outlook.com,SY0PR01MB8938D6189AFC2FE2A3722E9AD04FA@SY0PR01MB8938.ausprd01.prod.outlook.com,330.63,31/10/2025 02:16
117,"250709 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - SY8PR01MB89487B70BA6658C1132F2DC8D049A@SY8PR01MB8948.ausprd01.prod.outlook.com.pdf",09/07/2025,"250709 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",SY8PR01MB89487B70BA6658C1132F2DC8D049A@SY8PR01MB8948.ausprd01.prod.outlook.com,SY8PR01MB8948.ausprd01.prod.outlook.com,SY8PR01MB89487B70BA6658C1132F2DC8D049A@SY8PR01MB8948.ausprd01.prod.outlook.com,339.11,31/10/2025 02:16
118,"250711 - Notice to vacate - 1803_243 Franklin Street, Melbourne VIC 3000 - LC0sl9DITRqJVpDrvRiu2Q@geopod-ismtpd-8.pdf",11/07/2025,"250711 - Notice to vacate - 1803_243 Franklin Street, Melbourne VIC 3000",LC0sl9DITRqJVpDrvRiu2Q@geopod-ismtpd-8,geopod-ismtpd-8,LC0sl9DITRqJVpDrvRiu2Q@geopod-ismtpd-8,81.59,31/10/2025 02:16
119,"250711 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 - CAAV=8vseTMoCJbtNE2V0o+Ke=zLWdevsrJriCiD=ZeCeozMsnA@mail.gmail.com.pdf",11/07/2025,"250711 - Re_ RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",CAAV=8vseTMoCJbtNE2V0o+Ke=zLWdevsrJriCiD=ZeCeozMsnA@mail.gmail.com,mail.gmail.com,CAAV=8vseTMoCJbtNE2V0o+Ke=zLWdevsrJriCiD=ZeCeozMsnA@mail.gmail.com,637.51,31/10/2025 02:16
120,"250711 - Vacating instructions - 1803_243 Franklin Street, Melbourne VIC 3000 - YUZNhpYcT8uJiUuwW877SQ@geopod-ismtpd-4.pdf",11/07/2025,"250711 - Vacating instructions - 1803_243 Franklin Street, Melbourne VIC 3000",YUZNhpYcT8uJiUuwW877SQ@geopod-ismtpd-4,geopod-ismtpd-4,YUZNhpYcT8uJiUuwW877SQ@geopod-ismtpd-4,83.80,31/10/2025 02:16
121,250711-Message Thread Franklin Stpdf.pdf,11/07/2025,Message Thread Franklin Stpdf,N/A,N/A,N/A,101.79,11/07/2025 17:12
122,250711-Move out guide & tips to get your bond back.pdf,11/07/2025,Move out guide & tips to get your bond back,N/A,N/A,N/A,198.68,31/10/2025 14:25
123,250711-NOTICE TO VACATE U1803 243 FRANKLIN ST.pdf,11/07/2025,NOTICE TO VACATE U1803 243 FRANKLIN ST,N/A,N/A,N/A,17.17,11/07/2025 17:12
124,250711-Vacate Cleaning Guide.pdf,11/07/2025,Vacate Cleaning Guide,N/A,N/A,N/A,137.31,31/10/2025 14:26
125,250711-sylvia-to-podjana-move-out-guide.pdf,11/07/2025,sylvia-to-podjana-move-out-guide,N/A,N/A,N/A,88.24,14/10/2025 07:27
126,250711-sylvia-to-podjana-notice-to-vacate.pdf,11/07/2025,sylvia-to-podjana-notice-to-vacate,N/A,N/A,N/A,44.23,14/10/2025 07:27
127,250711-sylvia-to-podjana-vacate-cleaning-guide.pdf,11/07/2025,sylvia-to-podjana-vacate-cleaning-guide,N/A,N/A,N/A,97.00,14/10/2025 07:27
128,250711-sylvia-to-podjana-vacating.pdf,11/07/2025,sylvia-to-podjana-vacating,N/A,N/A,N/A,108.39,14/10/2025 07:27
129,250714 - VCAT Application R202518214_00  Challenge to Notice to Vacate - CAAV=8vtAn--H5Sf-Oz0_-VY=XyMrK-4ysX7wEa_4SvsU0F7VxA@mail.gmail.com.pdf,14/07/2025,250714 - VCAT Application R202518214_00  Challenge to Notice to Vacate,CAAV=8vtAn--H5Sf-Oz0_-VY=XyMrK-4ysX7wEa_4SvsU0F7VxA@mail.gmail.com,mail.gmail.com,CAAV=8vtAn--H5Sf-Oz0_-VY=XyMrK-4ysX7wEa_4SvsU0F7VxA@mail.gmail.com,64.21,31/10/2025 02:16
130,250714 - VCAT RDRV account email verification code - 6873ef03.050a0220.869ff.fc65SMTPIN_ADDED_BROKEN@mx.google.com.pdf,14/07/2025,250714 - VCAT RDRV account email verification code,6873ef03.050a0220.869ff.fc65SMTPIN_ADDED_BROKEN@mx.google.com,mx.google.com,6873ef03.050a0220.869ff.fc65SMTPIN_ADDED_BROKEN@mx.google.com,46.16,31/10/2025 02:16
131,250714 - VCAT Residential Tenancies Hub - Please confirm your registration - 10561684.1141752435296565.JavaMail.SVC-VCAT-GuardianPrd@P03464.pdf,14/07/2025,250714 - VCAT Residential Tenancies Hub - Please confirm your registration,10561684.1141752435296565.JavaMail.SVC-VCAT-GuardianPrd@P03464,P03464,10561684.1141752435296565.JavaMail.SVC-VCAT-GuardianPrd@P03464,55.09,31/10/2025 02:16
132,"250714 - VCAT has opened a case R202518214_00 about  243 Franklin St, Unit1803, MELBOURNE, VIC, 3000 - 2146321657.11649.1752478440219@P03465.dojvic.justice.vic.gov.au.pdf",14/07/2025,"250714 - VCAT has opened a case R202518214_00 about  243 Franklin St, Unit1803, MELBOURNE, VIC, 3000",2146321657.11649.1752478440219@P03465.dojvic.justice.vic.gov.au,P03465.dojvic.justice.vic.gov.au,2146321657.11649.1752478440219@P03465.dojvic.justice.vic.gov.au,184.71,31/10/2025 02:16
133,250714 - You have reached us outside of business hours - eQKE-KQ_TvmrGJFqNerSVQ@geopod-ismtpd-15.pdf,14/07/2025,250714 - You have reached us outside of business hours,eQKE-KQ_TvmrGJFqNerSVQ@geopod-ismtpd-15,geopod-ismtpd-15,eQKE-KQ_TvmrGJFqNerSVQ@geopod-ismtpd-15,72.89,31/10/2025 02:16
134,250714-VCAT Application R202518214-00 – Notice to Vacate Challenge.pdf,14/07/2025,VCAT Application R202518214-00 – Notice to Vacate Challenge,N/A,N/A,N/A,66.91,14/07/2025 22:39
135,250714-vcat-application-fee.pdf,14/07/2025,vcat-application-fee,N/A,N/A,N/A,134.75,14/10/2025 07:27
136,250715 - Automated response - VCAT Residential Tenancies - d8e33454ee1a42b28fe50b7978250c41@SYAPR01MB2544.ausprd01.prod.outlook.com.pdf,15/07/2025,250715 - Automated response - VCAT Residential Tenancies,d8e33454ee1a42b28fe50b7978250c41@SYAPR01MB2544.ausprd01.prod.outlook.com,SYAPR01MB2544.ausprd01.prod.outlook.com,d8e33454ee1a42b28fe50b7978250c41@SYAPR01MB2544.ausprd01.prod.outlook.com,84.66,31/10/2025 02:16
137,250715 - Automated response - VCAT Residential Tenancies - dd618c0bf0df4ab490c20715c4e35776@SYAPR01MB2544.ausprd01.prod.outlook.com.pdf,15/07/2025,250715 - Automated response - VCAT Residential Tenancies,dd618c0bf0df4ab490c20715c4e35776@SYAPR01MB2544.ausprd01.prod.outlook.com,SYAPR01MB2544.ausprd01.prod.outlook.com,dd618c0bf0df4ab490c20715c4e35776@SYAPR01MB2544.ausprd01.prod.outlook.com,85.05,31/10/2025 02:16
138,250715 - Fwd_ VCAT Application R202518214_00  Challenge to Notice to Vacate - CAAV=8vvztDLWS+Bg=Es0fJttbtsjFREbC4GQ=NJk7sYiPMRMtA@mail.gmail.com.pdf,15/07/2025,250715 - Fwd_ VCAT Application R202518214_00  Challenge to Notice to Vacate,CAAV=8vvztDLWS+Bg=Es0fJttbtsjFREbC4GQ=NJk7sYiPMRMtA@mail.gmail.com,mail.gmail.com,CAAV=8vvztDLWS+Bg=Es0fJttbtsjFREbC4GQ=NJk7sYiPMRMtA@mail.gmail.com,66.49,31/10/2025 02:16
